,Unnamed: 0,city,job_title,company_name,summary,salary_lower,salary_upper,mean_salary
31,31,Sydney,Data Scientist,ANZ Banking Group,As the Data Scientist,82500.0,112500.0,97500.0
32,32,Sydney,Senior Data Scientist,Domain Group,We are looking for a lead Data Scientist,,,
33,33,Sydney,Junior Data Scientist,Intellify,We also believe great Data Scientist,80000.0,100000.0,90000.0
34,34,Sydney,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst or Junior Data Scientist,70000.0,90000.0,80000.0
35,35,Sydney,Data Scientist,Investigations & Counter Terrorism,Data Scientist,82500.0,112500.0,97500.0
36,36,Sydney,Junior Data Scientist,Sirius People ,Opportunity to start your career in Data Scientist,70000.0,90000.0,80000.0
37,37,Sydney,Data Scientist,DataRobot,Data Scientist,82500.0,112500.0,97500.0
38,38,Sydney,Data Scientist,Datasii,Experience as a Data Scientist,100000.0,115000.0,107500.0
39,39,Sydney,Data Scientist,Freelancer.com,Proven experience as a Data Scientist,65000.0,110000.0,87500.0
40,40,Sydney,Data Scientist,Freshwater Group,The Data Scientist,82500.0,112500.0,97500.0
41,41,Sydney,Data Scientist,CPT Global,Strong experience working as a Data Scientist,82500.0,112500.0,97500.0
42,42,Sydney,Data Scientist,Ikon,Provide tangible support to Senior Data Scientist,82500.0,112500.0,97500.0
43,43,Sydney,Data Scientist,Sydney,Undertake proactive analysis of customer Data Scientist,82500.0,112500.0,97500.0
44,44,Sydney,Junior Data Scientist,HIVERY,Our team of Data Scientist,60000.0,85000.0,72500.0
45,45,Darlinghurst,Data Scientist,Domain Group,As a Data Scientist,82500.0,112500.0,97500.0
46,46,Darlinghurst,Data Scientist,ANZ Banking Group,As the Data Scientist,82500.0,112500.0,97500.0
47,47,Darlinghurst,Senior Data Scientist,Domain Group,We are looking for a lead Data Scientist,,,
48,48,Darlinghurst,Junior Data Scientist,Intellify,We also believe great Data Scientist,80000.0,100000.0,90000.0
49,49,Darlinghurst,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst or Junior Data Scientist,70000.0,90000.0,80000.0
50,50,Darlinghurst,Data Scientist,Investigations & Counter Terrorism,Data Scientist,82500.0,112500.0,97500.0
51,51,Darlinghurst,Junior Data Scientist,Sirius People ,Opportunity to start your career in Data Scientist,70000.0,90000.0,80000.0
52,52,Darlinghurst,Data Scientist,DataRobot,Data Scientist,82500.0,112500.0,97500.0
53,53,Darlinghurst,Data Scientist,Datasii,Experience as a Data Scientist,100000.0,115000.0,107500.0
54,54,Darlinghurst,Data Scientist,Freelancer.com,Proven experience as a Data Scientist,65000.0,110000.0,87500.0
55,55,Darlinghurst,Data Scientist,Freshwater Group,The Data Scientist,82500.0,112500.0,97500.0
56,56,Darlinghurst,Data Scientist,CPT Global,Strong experience working as a Data Scientist,82500.0,112500.0,97500.0
57,57,Darlinghurst,Data Scientist,Ikon,Provide tangible support to Senior Data Scientist,82500.0,112500.0,97500.0
58,58,Darlinghurst,Data Scientist,Sydney,Undertake proactive analysis of customer Data Scientist,82500.0,112500.0,97500.0
59,59,Darlinghurst,Junior Data Scientist,HIVERY,Our team of Data Scientist,60000.0,85000.0,72500.0
60,60,Barangaroo,Data Scientist,Domain Group,As a Data Scientist,82500.0,112500.0,97500.0
61,61,Barangaroo,Data Scientist,ANZ Banking Group,As the Data Scientist,82500.0,112500.0,97500.0
62,62,Barangaroo,Senior Data Scientist,Domain Group,We are looking for a lead Data Scientist,,,
63,63,Barangaroo,Junior Data Scientist,Intellify,We also believe great Data Scientist,80000.0,100000.0,90000.0
64,64,Barangaroo,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst or Junior Data Scientist,70000.0,90000.0,80000.0
65,65,Barangaroo,Data Scientist,Investigations & Counter Terrorism,Data Scientist,82500.0,112500.0,97500.0
66,66,Barangaroo,Junior Data Scientist,Sirius People ,Opportunity to start your career in Data Scientist,70000.0,90000.0,80000.0
67,67,Barangaroo,Data Scientist,DataRobot,Data Scientist,82500.0,112500.0,97500.0
68,68,Barangaroo,Data Scientist,Datasii,Experience as a Data Scientist,100000.0,115000.0,107500.0
69,69,Barangaroo,Data Scientist,Freelancer.com,Proven experience as a Data Scientist,65000.0,110000.0,87500.0
70,70,Barangaroo,Data Scientist,Freshwater Group,The Data Scientist,82500.0,112500.0,97500.0
71,71,Barangaroo,Data Scientist,CPT Global,Strong experience working as a Data Scientist,82500.0,112500.0,97500.0
72,72,Barangaroo,Data Scientist,Ikon,Provide tangible support to Senior Data Scientist,82500.0,112500.0,97500.0
73,73,Barangaroo,Data Scientist,Sydney,Undertake proactive analysis of customer Data Scientist,82500.0,112500.0,97500.0
74,74,Barangaroo,Junior Data Scientist,HIVERY,Our team of Data Scientist,60000.0,85000.0,72500.0
75,75,Mascot,Data Scientist,Domain Group,As a Data Scientist,82500.0,112500.0,97500.0
76,76,Mascot,Data Scientist,ANZ Banking Group,As the Data Scientist,82500.0,112500.0,97500.0
77,77,Mascot,Senior Data Scientist,Domain Group,We are looking for a lead Data Scientist,,,
78,78,Mascot,Junior Data Scientist,Intellify,We also believe great Data Scientist,80000.0,100000.0,90000.0
79,79,Mascot,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst or Junior Data Scientist,70000.0,90000.0,80000.0
80,80,Mascot,Data Scientist,Investigations & Counter Terrorism,Data Scientist,82500.0,112500.0,97500.0
81,81,Mascot,Junior Data Scientist,Sirius People ,Opportunity to start your career in Data Scientist,70000.0,90000.0,80000.0
82,82,Mascot,Data Scientist,DataRobot,Data Scientist,82500.0,112500.0,97500.0
83,83,Mascot,Data Scientist,Datasii,Experience as a Data Scientist,100000.0,115000.0,107500.0
84,84,Mascot,Data Scientist,Freelancer.com,Proven experience as a Data Scientist,65000.0,110000.0,87500.0
85,85,Mascot,Data Scientist,Freshwater Group,The Data Scientist,82500.0,112500.0,97500.0
86,86,Mascot,Data Scientist,CPT Global,Strong experience working as a Data Scientist,82500.0,112500.0,97500.0
87,87,Mascot,Data Scientist,Ikon,Provide tangible support to Senior Data Scientist,82500.0,112500.0,97500.0
88,88,Mascot,Data Scientist,Sydney,Undertake proactive analysis of customer Data Scientist,82500.0,112500.0,97500.0
89,89,Mascot,Junior Data Scientist,HIVERY,Our team of Data Scientist,60000.0,85000.0,72500.0
90,90,Parramatta,Data Scientist,Domain Group,As a Data Scientist,82500.0,112500.0,97500.0
91,91,Parramatta,Data Scientist,ANZ Banking Group,As the Data Scientist,82500.0,112500.0,97500.0
92,92,Parramatta,Senior Data Scientist,Domain Group,We are looking for a lead Data Scientist,,,
93,93,Parramatta,Junior Data Scientist,Intellify,We also believe great Data Scientist,80000.0,100000.0,90000.0
94,94,Parramatta,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst or Junior Data Scientist,70000.0,90000.0,80000.0
95,95,Parramatta,Data Scientist,Investigations & Counter Terrorism,Data Scientist,82500.0,112500.0,97500.0
96,96,Parramatta,Junior Data Scientist,Sirius People ,Opportunity to start your career in Data Scientist,70000.0,90000.0,80000.0
97,97,Parramatta,Data Scientist,DataRobot,Data Scientist,82500.0,112500.0,97500.0
98,98,Parramatta,Data Scientist,Datasii,Experience as a Data Scientist,100000.0,115000.0,107500.0
99,99,Parramatta,Data Scientist,Freelancer.com,Proven experience as a Data Scientist,65000.0,110000.0,87500.0
100,100,Parramatta,Data Scientist,Freshwater Group,The Data Scientist,82500.0,112500.0,97500.0
101,101,Parramatta,Data Scientist,CPT Global,Strong experience working as a Data Scientist,82500.0,112500.0,97500.0
102,102,Parramatta,Data Scientist,Ikon,Provide tangible support to Senior Data Scientist,82500.0,112500.0,97500.0
103,103,Parramatta,Data Scientist,Sydney,Undertake proactive analysis of customer Data Scientist,82500.0,112500.0,97500.0
104,104,Parramatta,Junior Data Scientist,HIVERY,Our team of Data Scientist,60000.0,85000.0,72500.0
105,105,Surry Hills,Data Scientist,Domain Group,As a Data Scientist,82500.0,112500.0,97500.0
106,106,Surry Hills,Data Scientist,ANZ Banking Group,As the Data Scientist,82500.0,112500.0,97500.0
107,107,Surry Hills,Senior Data Scientist,Domain Group,We are looking for a lead Data Scientist,,,
108,108,Surry Hills,Junior Data Scientist,Intellify,We also believe great Data Scientist,80000.0,100000.0,90000.0
109,109,Surry Hills,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst or Junior Data Scientist,70000.0,90000.0,80000.0
110,110,Surry Hills,Data Scientist,Investigations & Counter Terrorism,Data Scientist,82500.0,112500.0,97500.0
111,111,Surry Hills,Junior Data Scientist,Sirius People ,Opportunity to start your career in Data Scientist,70000.0,90000.0,80000.0
112,112,Surry Hills,Data Scientist,DataRobot,Data Scientist,82500.0,112500.0,97500.0
113,113,Surry Hills,Data Scientist,Datasii,Experience as a Data Scientist,100000.0,115000.0,107500.0
114,114,Surry Hills,Data Scientist,Freelancer.com,Proven experience as a Data Scientist,65000.0,110000.0,87500.0
115,115,Surry Hills,Data Scientist,Freshwater Group,The Data Scientist,82500.0,112500.0,97500.0
116,116,Surry Hills,Data Scientist,CPT Global,Strong experience working as a Data Scientist,82500.0,112500.0,97500.0
117,117,Surry Hills,Data Scientist,Ikon,Provide tangible support to Senior Data Scientist,82500.0,112500.0,97500.0
118,118,Surry Hills,Data Scientist,Sydney,Undertake proactive analysis of customer Data Scientist,82500.0,112500.0,97500.0
119,119,Surry Hills,Junior Data Scientist,HIVERY,Our team of Data Scientist,60000.0,85000.0,72500.0
120,120,Macquarie Park,Data Scientist,Domain Group,As a Data Scientist,82500.0,112500.0,97500.0
121,121,Macquarie Park,Data Scientist,ANZ Banking Group,As the Data Scientist,82500.0,112500.0,97500.0
122,122,Macquarie Park,Senior Data Scientist,Domain Group,We are looking for a lead Data Scientist,,,
123,123,Macquarie Park,Junior Data Scientist,Intellify,We also believe great Data Scientist,80000.0,100000.0,90000.0
124,124,Macquarie Park,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst or Junior Data Scientist,70000.0,90000.0,80000.0
125,125,Macquarie Park,Data Scientist,Investigations & Counter Terrorism,Data Scientist,82500.0,112500.0,97500.0
126,126,Macquarie Park,Junior Data Scientist,Sirius People ,Opportunity to start your career in Data Scientist,70000.0,90000.0,80000.0
127,127,Macquarie Park,Data Scientist,DataRobot,Data Scientist,82500.0,112500.0,97500.0
128,128,Macquarie Park,Data Scientist,Datasii,Experience as a Data Scientist,100000.0,115000.0,107500.0
129,129,Macquarie Park,Data Scientist,Freelancer.com,Proven experience as a Data Scientist,65000.0,110000.0,87500.0
130,130,Macquarie Park,Data Scientist,Freshwater Group,The Data Scientist,82500.0,112500.0,97500.0
131,131,Macquarie Park,Data Scientist,CPT Global,Strong experience working as a Data Scientist,82500.0,112500.0,97500.0
132,132,Macquarie Park,Data Scientist,Ikon,Provide tangible support to Senior Data Scientist,82500.0,112500.0,97500.0
133,133,Macquarie Park,Data Scientist,Sydney,Undertake proactive analysis of customer Data Scientist,82500.0,112500.0,97500.0
134,134,Macquarie Park,Junior Data Scientist,HIVERY,Our team of Data Scientist,60000.0,85000.0,72500.0
135,135,Sydney,Data Scientist,Domain Group,As a Data Scientist,82500.0,112500.0,97500.0
136,136,Sydney,Data Scientist,ANZ Banking Group,As the Data Scientist,82500.0,112500.0,97500.0
137,137,Sydney,Senior Data Scientist,Domain Group,We are looking for a lead Data Scientist,,,
138,138,Sydney,Junior Data Scientist,Intellify,We also believe great Data Scientist,80000.0,100000.0,90000.0
139,139,Sydney,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst or Junior Data Scientist,70000.0,90000.0,80000.0
140,140,Sydney,Data Scientist,Investigations & Counter Terrorism,Data Scientist,82500.0,112500.0,97500.0
141,141,Sydney,Junior Data Scientist,Sirius People ,Opportunity to start your career in Data Scientist,70000.0,90000.0,80000.0
142,142,Sydney,Data Scientist,DataRobot,Data Scientist,82500.0,112500.0,97500.0
143,143,Sydney,Data Scientist,Datasii,Experience as a Data Scientist,100000.0,115000.0,107500.0
144,144,Sydney,Data Scientist,Freelancer.com,Proven experience as a Data Scientist,65000.0,110000.0,87500.0
145,145,Sydney,Data Scientist,Freshwater Group,The Data Scientist,82500.0,112500.0,97500.0
146,146,Sydney,Data Scientist,CPT Global,Strong experience working as a Data Scientist,82500.0,112500.0,97500.0
147,147,Sydney,Data Scientist,Ikon,Provide tangible support to Senior Data Scientist,82500.0,112500.0,97500.0
148,148,Sydney,Data Scientist,Sydney,Undertake proactive analysis of customer Data Scientist,82500.0,112500.0,97500.0
149,149,Sydney,Junior Data Scientist,HIVERY,Our team of Data Scientist,60000.0,85000.0,72500.0
150,150,Hills District,Data Scientist,Domain Group,As a Data Scientist,82500.0,112500.0,97500.0
151,151,Hills District,Data Scientist,ANZ Banking Group,As the Data Scientist,82500.0,112500.0,97500.0
152,152,Hills District,Senior Data Scientist,Domain Group,We are looking for a lead Data Scientist,,,
153,153,Hills District,Junior Data Scientist,Intellify,We also believe great Data Scientist,80000.0,100000.0,90000.0
154,154,Hills District,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst or Junior Data Scientist,70000.0,90000.0,80000.0
155,155,Hills District,Data Scientist,Investigations & Counter Terrorism,Data Scientist,82500.0,112500.0,97500.0
156,156,Hills District,Junior Data Scientist,Sirius People ,Opportunity to start your career in Data Scientist,70000.0,90000.0,80000.0
157,157,Hills District,Data Scientist,DataRobot,Data Scientist,82500.0,112500.0,97500.0
158,158,Hills District,Data Scientist,Datasii,Experience as a Data Scientist,100000.0,115000.0,107500.0
159,159,Hills District,Data Scientist,Freelancer.com,Proven experience as a Data Scientist,65000.0,110000.0,87500.0
160,160,Hills District,Data Scientist,Freshwater Group,The Data Scientist,82500.0,112500.0,97500.0
161,161,Hills District,Data Scientist,CPT Global,Strong experience working as a Data Scientist,82500.0,112500.0,97500.0
162,162,Hills District,Data Scientist,Ikon,Provide tangible support to Senior Data Scientist,82500.0,112500.0,97500.0
163,163,Hills District,Data Scientist,Sydney,Undertake proactive analysis of customer Data Scientist,82500.0,112500.0,97500.0
164,164,Hills District,Junior Data Scientist,HIVERY,Our team of Data Scientist,60000.0,85000.0,72500.0
165,165,Sydney,Data Scientist,Domain Group,As a Data Scientist,82500.0,112500.0,97500.0
166,166,Sydney,Data Scientist,ANZ Banking Group,As the Data Scientist,82500.0,112500.0,97500.0
167,167,Sydney,Senior Data Scientist,Domain Group,We are looking for a lead Data Scientist,,,
168,168,Sydney,Junior Data Scientist,Intellify,We also believe great Data Scientist,80000.0,100000.0,90000.0
169,169,Sydney,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst or Junior Data Scientist,70000.0,90000.0,80000.0
170,170,Sydney,Data Scientist,Investigations & Counter Terrorism,Data Scientist,82500.0,112500.0,97500.0
171,171,Sydney,Junior Data Scientist,Sirius People ,Opportunity to start your career in Data Scientist,70000.0,90000.0,80000.0
172,172,Sydney,Data Scientist,DataRobot,Data Scientist,82500.0,112500.0,97500.0
173,173,Sydney,Data Scientist,Datasii,Experience as a Data Scientist,100000.0,115000.0,107500.0
174,174,Sydney,Data Scientist,Freelancer.com,Proven experience as a Data Scientist,65000.0,110000.0,87500.0
175,175,Sydney,Data Scientist,Freshwater Group,The Data Scientist,82500.0,112500.0,97500.0
176,176,Sydney,Data Scientist,CPT Global,Strong experience working as a Data Scientist,82500.0,112500.0,97500.0
177,177,Sydney,Data Scientist,Ikon,Provide tangible support to Senior Data Scientist,82500.0,112500.0,97500.0
178,178,Sydney,Data Scientist,Sydney,Undertake proactive analysis of customer Data Scientist,82500.0,112500.0,97500.0
179,179,Sydney,Junior Data Scientist,HIVERY,Our team of Data Scientist,60000.0,85000.0,72500.0
180,180,Sydney,Data Scientist,Domain Group,As a Data Scientist,82500.0,112500.0,97500.0
181,181,Sydney,Data Scientist,ANZ Banking Group,As the Data Scientist,82500.0,112500.0,97500.0
182,182,Sydney,Senior Data Scientist,Domain Group,We are looking for a lead Data Scientist,,,
183,183,Sydney,Junior Data Scientist,Intellify,We also believe great Data Scientist,80000.0,100000.0,90000.0
184,184,Sydney,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst or Junior Data Scientist,70000.0,90000.0,80000.0
185,185,Sydney,Data Scientist,Investigations & Counter Terrorism,Data Scientist,82500.0,112500.0,97500.0
186,186,Sydney,Junior Data Scientist,Sirius People ,Opportunity to start your career in Data Scientist,70000.0,90000.0,80000.0
187,187,Sydney,Data Scientist,DataRobot,Data Scientist,82500.0,112500.0,97500.0
188,188,Sydney,Data Scientist,Datasii,Experience as a Data Scientist,100000.0,115000.0,107500.0
189,189,Sydney,Data Scientist,Freelancer.com,Proven experience as a Data Scientist,65000.0,110000.0,87500.0
190,190,Sydney,Data Scientist,Freshwater Group,The Data Scientist,82500.0,112500.0,97500.0
191,191,Sydney,Data Scientist,CPT Global,Strong experience working as a Data Scientist,82500.0,112500.0,97500.0
192,192,Sydney,Data Scientist,Ikon,Provide tangible support to Senior Data Scientist,82500.0,112500.0,97500.0
193,193,Sydney,Data Scientist,Sydney,Undertake proactive analysis of customer Data Scientist,82500.0,112500.0,97500.0
194,194,Sydney,Junior Data Scientist,HIVERY,Our team of Data Scientist,60000.0,85000.0,72500.0
195,195,Melbourne,Data Scientist,Domain Group,As a Data Scientist,82500.0,112500.0,97500.0
196,196,Melbourne,Data Scientist,ANZ Banking Group,As the Data Scientist,82500.0,112500.0,97500.0
197,197,Melbourne,Senior Data Scientist,Domain Group,We are looking for a lead Data Scientist,,,
198,198,Melbourne,Junior Data Scientist,Intellify,We also believe great Data Scientist,80000.0,100000.0,90000.0
199,199,Melbourne,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst or Junior Data Scientist,70000.0,90000.0,80000.0
200,200,Melbourne,Data Scientist,Investigations & Counter Terrorism,Data Scientist,82500.0,112500.0,97500.0
201,201,Melbourne,Junior Data Scientist,Sirius People ,Opportunity to start your career in Data Scientist,70000.0,90000.0,80000.0
202,202,Melbourne,Data Scientist,DataRobot,Data Scientist,82500.0,112500.0,97500.0
203,203,Melbourne,Data Scientist,Datasii,Experience as a Data Scientist,100000.0,115000.0,107500.0
204,204,Melbourne,Data Scientist,Freelancer.com,Proven experience as a Data Scientist,65000.0,110000.0,87500.0
205,205,Melbourne,Data Scientist,Freshwater Group,The Data Scientist,82500.0,112500.0,97500.0
206,206,Melbourne,Data Scientist,CPT Global,Strong experience working as a Data Scientist,82500.0,112500.0,97500.0
207,207,Melbourne,Data Scientist,Ikon,Provide tangible support to Senior Data Scientist,82500.0,112500.0,97500.0
208,208,Melbourne,Data Scientist,Sydney,Undertake proactive analysis of customer Data Scientist,82500.0,112500.0,97500.0
209,209,Melbourne,Junior Data Scientist,HIVERY,Our team of Data Scientist,60000.0,85000.0,72500.0
