,city,job_title,company_name,summary,salary_lower,salary_upper,mean_salary,Analyst,Data Analyst,Data Scientist,Junior Data Scientist
36,Sydney,Data Analyst,Amazon.com,As a Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
37,Sydney,Data Analyst,"Department of Finance, Services & Innovation",Cleanse and prepare multiple sources of data for matching and,70000.0,90000.0,80000.0,0,1,0,0
38,Sydney,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",70000.0,90000.0,80000.0,0,1,0,0
39,Sydney,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst,70000.0,90000.0,80000.0,0,0,0,1
40,Sydney,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,70000.0,90000.0,80000.0,0,1,0,0
41,Sydney,Data Analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Analyst,80000.0,90000.0,85000.0,0,1,0,0
42,Sydney,Data Analyst,Datasii,Extensive experience as a Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
43,Sydney,Data Analyst,Munich Re,Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
44,Sydney,Junior Data Scientist,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...",80000.0,100000.0,90000.0,0,0,0,1
45,Sydney,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,70000.0,90000.0,80000.0,0,1,0,0
47,Sydney,Analyst,Sydney,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,55000.0,65000.0,60000.0,1,0,0,0
48,Darlinghurst+NSW,Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...",55000.0,65000.0,60000.0,1,0,0,0
49,Darlinghurst+NSW,Data Analyst,ANZ Banking Group,Our Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
51,Darlinghurst+NSW,Data Analyst,AMP Ltd,We are currently looking for two Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
52,Darlinghurst+NSW,Data Analyst,Amazon.com,As a Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
53,Darlinghurst+NSW,Data Analyst,"Department of Finance, Services & Innovation",Cleanse and prepare multiple sources of data for matching and,70000.0,90000.0,80000.0,0,1,0,0
54,Darlinghurst+NSW,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",70000.0,90000.0,80000.0,0,1,0,0
55,Darlinghurst+NSW,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst,70000.0,90000.0,80000.0,0,0,0,1
56,Darlinghurst+NSW,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,70000.0,90000.0,80000.0,0,1,0,0
57,Darlinghurst+NSW,Data Analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Analyst,80000.0,90000.0,85000.0,0,1,0,0
58,Darlinghurst+NSW,Data Analyst,Datasii,Extensive experience as a Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
59,Darlinghurst+NSW,Data Analyst,Munich Re,Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
60,Darlinghurst+NSW,Junior Data Scientist,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...",80000.0,100000.0,90000.0,0,0,0,1
61,Darlinghurst+NSW,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,70000.0,90000.0,80000.0,0,1,0,0
63,Darlinghurst+NSW,Analyst,Sydney,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,55000.0,65000.0,60000.0,1,0,0,0
64,Barangaroo,Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...",55000.0,65000.0,60000.0,1,0,0,0
65,Barangaroo,Data Analyst,ANZ Banking Group,Our Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
67,Barangaroo,Data Analyst,AMP Ltd,We are currently looking for two Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
68,Barangaroo,Data Analyst,Amazon.com,As a Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
69,Barangaroo,Data Analyst,"Department of Finance, Services & Innovation",Cleanse and prepare multiple sources of data for matching and,70000.0,90000.0,80000.0,0,1,0,0
70,Barangaroo,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",70000.0,90000.0,80000.0,0,1,0,0
71,Barangaroo,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst,70000.0,90000.0,80000.0,0,0,0,1
72,Barangaroo,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,70000.0,90000.0,80000.0,0,1,0,0
73,Barangaroo,Data Analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Analyst,80000.0,90000.0,85000.0,0,1,0,0
74,Barangaroo,Data Analyst,Datasii,Extensive experience as a Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
75,Barangaroo,Data Analyst,Munich Re,Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
76,Barangaroo,Junior Data Scientist,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...",80000.0,100000.0,90000.0,0,0,0,1
77,Barangaroo,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,70000.0,90000.0,80000.0,0,1,0,0
79,Barangaroo,Analyst,Sydney,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,55000.0,65000.0,60000.0,1,0,0,0
80,Mascot,Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...",55000.0,65000.0,60000.0,1,0,0,0
81,Mascot,Data Analyst,ANZ Banking Group,Our Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
83,Mascot,Data Analyst,AMP Ltd,We are currently looking for two Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
84,Mascot,Data Analyst,Amazon.com,As a Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
85,Mascot,Data Analyst,"Department of Finance, Services & Innovation",Cleanse and prepare multiple sources of data for matching and,70000.0,90000.0,80000.0,0,1,0,0
86,Mascot,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",70000.0,90000.0,80000.0,0,1,0,0
87,Mascot,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst,70000.0,90000.0,80000.0,0,0,0,1
88,Mascot,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,70000.0,90000.0,80000.0,0,1,0,0
89,Mascot,Data Analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Analyst,80000.0,90000.0,85000.0,0,1,0,0
90,Mascot,Data Analyst,Datasii,Extensive experience as a Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
91,Mascot,Data Analyst,Munich Re,Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
92,Mascot,Junior Data Scientist,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...",80000.0,100000.0,90000.0,0,0,0,1
93,Mascot,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,70000.0,90000.0,80000.0,0,1,0,0
95,Mascot,Analyst,Sydney,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,55000.0,65000.0,60000.0,1,0,0,0
96,Parramatta,Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...",55000.0,65000.0,60000.0,1,0,0,0
97,Parramatta,Data Analyst,ANZ Banking Group,Our Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
99,Parramatta,Data Analyst,AMP Ltd,We are currently looking for two Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
100,Parramatta,Data Analyst,Amazon.com,As a Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
101,Parramatta,Data Analyst,"Department of Finance, Services & Innovation",Cleanse and prepare multiple sources of data for matching and,70000.0,90000.0,80000.0,0,1,0,0
102,Parramatta,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",70000.0,90000.0,80000.0,0,1,0,0
103,Parramatta,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst,70000.0,90000.0,80000.0,0,0,0,1
104,Parramatta,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,70000.0,90000.0,80000.0,0,1,0,0
105,Parramatta,Data Analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Analyst,80000.0,90000.0,85000.0,0,1,0,0
106,Parramatta,Data Analyst,Datasii,Extensive experience as a Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
107,Parramatta,Data Analyst,Munich Re,Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
108,Parramatta,Junior Data Scientist,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...",80000.0,100000.0,90000.0,0,0,0,1
109,Parramatta,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,70000.0,90000.0,80000.0,0,1,0,0
111,Parramatta,Analyst,Sydney,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,55000.0,65000.0,60000.0,1,0,0,0
112,Surry Hills,Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...",55000.0,65000.0,60000.0,1,0,0,0
113,Surry Hills,Data Analyst,ANZ Banking Group,Our Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
115,Surry Hills,Data Analyst,AMP Ltd,We are currently looking for two Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
116,Surry Hills,Data Analyst,Amazon.com,As a Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
117,Surry Hills,Data Analyst,"Department of Finance, Services & Innovation",Cleanse and prepare multiple sources of data for matching and,70000.0,90000.0,80000.0,0,1,0,0
118,Surry Hills,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",70000.0,90000.0,80000.0,0,1,0,0
119,Surry Hills,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst,70000.0,90000.0,80000.0,0,0,0,1
120,Surry Hills,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,70000.0,90000.0,80000.0,0,1,0,0
121,Surry Hills,Data Analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Analyst,80000.0,90000.0,85000.0,0,1,0,0
122,Surry Hills,Data Analyst,Datasii,Extensive experience as a Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
123,Surry Hills,Data Analyst,Munich Re,Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
124,Surry Hills,Junior Data Scientist,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...",80000.0,100000.0,90000.0,0,0,0,1
125,Surry Hills,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,70000.0,90000.0,80000.0,0,1,0,0
127,Surry Hills,Analyst,Sydney,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,55000.0,65000.0,60000.0,1,0,0,0
128,Macquarie Park,Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...",55000.0,65000.0,60000.0,1,0,0,0
129,Macquarie Park,Data Analyst,ANZ Banking Group,Our Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
131,Macquarie Park,Data Analyst,AMP Ltd,We are currently looking for two Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
132,Macquarie Park,Data Analyst,Amazon.com,As a Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
133,Macquarie Park,Data Analyst,"Department of Finance, Services & Innovation",Cleanse and prepare multiple sources of data for matching and,70000.0,90000.0,80000.0,0,1,0,0
134,Macquarie Park,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",70000.0,90000.0,80000.0,0,1,0,0
135,Macquarie Park,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst,70000.0,90000.0,80000.0,0,0,0,1
136,Macquarie Park,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,70000.0,90000.0,80000.0,0,1,0,0
137,Macquarie Park,Data Analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Analyst,80000.0,90000.0,85000.0,0,1,0,0
138,Macquarie Park,Data Analyst,Datasii,Extensive experience as a Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
139,Macquarie Park,Data Analyst,Munich Re,Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
140,Macquarie Park,Junior Data Scientist,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...",80000.0,100000.0,90000.0,0,0,0,1
141,Macquarie Park,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,70000.0,90000.0,80000.0,0,1,0,0
143,Macquarie Park,Analyst,Sydney,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,55000.0,65000.0,60000.0,1,0,0,0
144,Sydney,Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...",55000.0,65000.0,60000.0,1,0,0,0
145,Sydney,Data Analyst,ANZ Banking Group,Our Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
147,Sydney,Data Analyst,AMP Ltd,We are currently looking for two Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
148,Sydney,Data Analyst,Amazon.com,As a Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
149,Sydney,Data Analyst,"Department of Finance, Services & Innovation",Cleanse and prepare multiple sources of data for matching and,70000.0,90000.0,80000.0,0,1,0,0
150,Sydney,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",70000.0,90000.0,80000.0,0,1,0,0
151,Sydney,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst,70000.0,90000.0,80000.0,0,0,0,1
152,Sydney,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,70000.0,90000.0,80000.0,0,1,0,0
153,Sydney,Data Analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Analyst,80000.0,90000.0,85000.0,0,1,0,0
154,Sydney,Data Analyst,Datasii,Extensive experience as a Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
155,Sydney,Data Analyst,Munich Re,Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
156,Sydney,Junior Data Scientist,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...",80000.0,100000.0,90000.0,0,0,0,1
157,Sydney,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,70000.0,90000.0,80000.0,0,1,0,0
159,Sydney,Analyst,Sydney,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,55000.0,65000.0,60000.0,1,0,0,0
160,Hills District,Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...",55000.0,65000.0,60000.0,1,0,0,0
161,Hills District,Data Analyst,ANZ Banking Group,Our Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
163,Hills District,Data Analyst,AMP Ltd,We are currently looking for two Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
164,Hills District,Data Analyst,Amazon.com,As a Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
165,Hills District,Data Analyst,"Department of Finance, Services & Innovation",Cleanse and prepare multiple sources of data for matching and,70000.0,90000.0,80000.0,0,1,0,0
166,Hills District,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",70000.0,90000.0,80000.0,0,1,0,0
167,Hills District,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst,70000.0,90000.0,80000.0,0,0,0,1
168,Hills District,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,70000.0,90000.0,80000.0,0,1,0,0
169,Hills District,Data Analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Analyst,80000.0,90000.0,85000.0,0,1,0,0
170,Hills District,Data Analyst,Datasii,Extensive experience as a Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
171,Hills District,Data Analyst,Munich Re,Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
172,Hills District,Junior Data Scientist,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...",80000.0,100000.0,90000.0,0,0,0,1
173,Hills District,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,70000.0,90000.0,80000.0,0,1,0,0
175,Hills District,Analyst,Sydney,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,55000.0,65000.0,60000.0,1,0,0,0
176,Sydney,Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...",55000.0,65000.0,60000.0,1,0,0,0
177,Sydney,Data Analyst,ANZ Banking Group,Our Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
179,Sydney,Data Analyst,AMP Ltd,We are currently looking for two Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
180,Sydney,Data Analyst,Amazon.com,As a Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
181,Sydney,Data Analyst,"Department of Finance, Services & Innovation",Cleanse and prepare multiple sources of data for matching and,70000.0,90000.0,80000.0,0,1,0,0
182,Sydney,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",70000.0,90000.0,80000.0,0,1,0,0
183,Sydney,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst,70000.0,90000.0,80000.0,0,0,0,1
184,Sydney,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,70000.0,90000.0,80000.0,0,1,0,0
185,Sydney,Data Analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Analyst,80000.0,90000.0,85000.0,0,1,0,0
186,Sydney,Data Analyst,Datasii,Extensive experience as a Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
187,Sydney,Data Analyst,Munich Re,Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
188,Sydney,Junior Data Scientist,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...",80000.0,100000.0,90000.0,0,0,0,1
189,Sydney,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,70000.0,90000.0,80000.0,0,1,0,0
191,Sydney,Analyst,Sydney,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,55000.0,65000.0,60000.0,1,0,0,0
192,Sydney,Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...",55000.0,65000.0,60000.0,1,0,0,0
193,Sydney,Data Analyst,ANZ Banking Group,Our Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
195,Sydney,Data Analyst,AMP Ltd,We are currently looking for two Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
196,Sydney,Data Analyst,Amazon.com,As a Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
197,Sydney,Data Analyst,"Department of Finance, Services & Innovation",Cleanse and prepare multiple sources of data for matching and,70000.0,90000.0,80000.0,0,1,0,0
198,Sydney,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",70000.0,90000.0,80000.0,0,1,0,0
199,Sydney,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst,70000.0,90000.0,80000.0,0,0,0,1
200,Sydney,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,70000.0,90000.0,80000.0,0,1,0,0
201,Sydney,Data Analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Analyst,80000.0,90000.0,85000.0,0,1,0,0
202,Sydney,Data Analyst,Datasii,Extensive experience as a Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
203,Sydney,Data Analyst,Munich Re,Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
204,Sydney,Junior Data Scientist,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...",80000.0,100000.0,90000.0,0,0,0,1
205,Sydney,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,70000.0,90000.0,80000.0,0,1,0,0
207,Sydney,Analyst,Sydney,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,55000.0,65000.0,60000.0,1,0,0,0
208,Melbourne,Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...",55000.0,65000.0,60000.0,1,0,0,0
209,Melbourne,Data Analyst,ANZ Banking Group,Our Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
211,Melbourne,Data Analyst,AMP Ltd,We are currently looking for two Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
212,Melbourne,Data Analyst,Amazon.com,As a Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
213,Melbourne,Data Analyst,"Department of Finance, Services & Innovation",Cleanse and prepare multiple sources of data for matching and,70000.0,90000.0,80000.0,0,1,0,0
214,Melbourne,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",70000.0,90000.0,80000.0,0,1,0,0
215,Melbourne,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst,70000.0,90000.0,80000.0,0,0,0,1
216,Melbourne,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,70000.0,90000.0,80000.0,0,1,0,0
217,Melbourne,Data Analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Analyst,80000.0,90000.0,85000.0,0,1,0,0
218,Melbourne,Data Analyst,Datasii,Extensive experience as a Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
219,Melbourne,Data Analyst,Munich Re,Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
220,Melbourne,Junior Data Scientist,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...",80000.0,100000.0,90000.0,0,0,0,1
221,Melbourne,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,70000.0,90000.0,80000.0,0,1,0,0
223,Melbourne,Analyst,Sydney,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,55000.0,65000.0,60000.0,1,0,0,0
224,Sydney,Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...",55000.0,65000.0,60000.0,1,0,0,0
225,Sydney,Data Analyst,ANZ Banking Group,Our Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
227,Sydney,Data Analyst,AMP Ltd,We are currently looking for two Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
228,Sydney,Data Analyst,Amazon.com,As a Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
229,Sydney,Data Analyst,"Department of Finance, Services & Innovation",Cleanse and prepare multiple sources of data for matching and,70000.0,90000.0,80000.0,0,1,0,0
230,Sydney,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",70000.0,90000.0,80000.0,0,1,0,0
231,Sydney,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst,70000.0,90000.0,80000.0,0,0,0,1
232,Sydney,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,70000.0,90000.0,80000.0,0,1,0,0
233,Sydney,Data Analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Analyst,80000.0,90000.0,85000.0,0,1,0,0
234,Sydney,Data Analyst,Datasii,Extensive experience as a Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
235,Sydney,Data Analyst,Munich Re,Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
236,Sydney,Junior Data Scientist,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...",80000.0,100000.0,90000.0,0,0,0,1
237,Sydney,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,70000.0,90000.0,80000.0,0,1,0,0
239,Sydney,Analyst,Sydney,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,55000.0,65000.0,60000.0,1,0,0,0
240,Ultimo,Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...",55000.0,65000.0,60000.0,1,0,0,0
241,Ultimo,Data Analyst,ANZ Banking Group,Our Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
243,Ultimo,Data Analyst,AMP Ltd,We are currently looking for two Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
244,Ultimo,Data Analyst,Amazon.com,As a Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
245,Ultimo,Data Analyst,"Department of Finance, Services & Innovation",Cleanse and prepare multiple sources of data for matching and,70000.0,90000.0,80000.0,0,1,0,0
246,Ultimo,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",70000.0,90000.0,80000.0,0,1,0,0
247,Ultimo,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst,70000.0,90000.0,80000.0,0,0,0,1
248,Ultimo,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,70000.0,90000.0,80000.0,0,1,0,0
249,Ultimo,Data Analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Analyst,80000.0,90000.0,85000.0,0,1,0,0
250,Ultimo,Data Analyst,Datasii,Extensive experience as a Data Analyst,70000.0,90000.0,80000.0,0,1,0,0
