,city,job_title,company_name,summary,salary_lower,salary_upper
256,Sydney,Data Scientist,Domain Group," a Data Scientist in our team, you will leverage your deep experience in statistics, machine learning and Data Scientist",salary,
257,Sydney,Senior Data Scientist,Domain Group,We are looking for a lead Data Scientist,salary,
258,Sydney,Data Scientist,biomind.ai,The candidate is a skilled Data Scientist,salary,
259,Sydney,Junior Data Scientist,HIVERY,Our team of Data Scientist,"$60,000","$85,000"
260,Sydney,Junior Data Scientist,The Eclair Group,"Industry experience as a Data Analyst or Junior Data Scientist with a track record of manipulating, processing, and extracting value from large Data Scientist","$70,000","$90,000"
261,Sydney,Junior Data Scientist,Intellify,We also believe great Data Scientist,"$80,000","$100,000"
262,Sydney,Data Scientist,DataRobot,Customer Facing Data Scientists work with the sales team to develop client relationships and deliver Data Scientist,salary,
263,Sydney,Data Scientist,CPT Global,Strong experience working as a Data Scientist. Experience of working with large Data Scientist,salary,
264,Sydney,Data Scientist,Freshwater Group,The Data Scientist will:. Manage Data Scientist,salary,
265,Sydney,Data Scientist,Ikon,"Provide tangible support to Senior Data Scientists and the Data Science Manager in the preparation, analysis and visualization of Data Scientist",salary,
266,Sydney,Senior Data Scientist,Qantas Airways Limited,Senior Data Scientist â€“ Predictive Modelling & Segmentation.  a Senior Data Scientist you will be responsible for undertaking insights and modelling to...,salary,
267,Sydney,Data Scientist,Freelancer.com,Proven experience as a Data Scientist,"$65,000","$110,000"
268,Sydney,Data Scientist,Caltex, a Data Scientist,salary,
269,Sydney,Junior Data Scientist,International Institute of Data & Analytics,In Data Scientist,salary,
270,Sydney,Senior Data Scientist,Intellify,Being a senior Data Scientist,"$120,000","$160,000"
271,Sydney,Data Scientist,Sydney,Undertake proactive analysis of customer Data Scientist,salary,
272,Darlinghurst,Data Scientist,Domain Group," a Data Scientist in our team, you will leverage your deep experience in statistics, machine learning and Data Scientist",salary,
273,Darlinghurst,Senior Data Scientist,Domain Group,We are looking for a lead Data Scientist,salary,
274,Darlinghurst,Data Scientist,biomind.ai,The candidate is a skilled Data Scientist,salary,
275,Darlinghurst,Junior Data Scientist,HIVERY,Our team of Data Scientist,"$60,000","$85,000"
276,Darlinghurst,Junior Data Scientist,The Eclair Group,"Industry experience as a Data Analyst or Junior Data Scientist with a track record of manipulating, processing, and extracting value from large Data Scientist","$70,000","$90,000"
277,Darlinghurst,Junior Data Scientist,Intellify,We also believe great Data Scientist,"$80,000","$100,000"
278,Darlinghurst,Data Scientist,DataRobot,Customer Facing Data Scientists work with the sales team to develop client relationships and deliver Data Scientist,salary,
279,Darlinghurst,Data Scientist,CPT Global,Strong experience working as a Data Scientist. Experience of working with large Data Scientist,salary,
280,Darlinghurst,Data Scientist,Freshwater Group,The Data Scientist will:. Manage Data Scientist,salary,
281,Darlinghurst,Data Scientist,Ikon,"Provide tangible support to Senior Data Scientists and the Data Science Manager in the preparation, analysis and visualization of Data Scientist",salary,
282,Darlinghurst,Senior Data Scientist,Qantas Airways Limited,Senior Data Scientist â€“ Predictive Modelling & Segmentation.  a Senior Data Scientist you will be responsible for undertaking insights and modelling to...,salary,
283,Darlinghurst,Data Scientist,Freelancer.com,Proven experience as a Data Scientist,"$65,000","$110,000"
284,Darlinghurst,Data Scientist,Caltex, a Data Scientist,salary,
285,Darlinghurst,Junior Data Scientist,International Institute of Data & Analytics,In Data Scientist,salary,
286,Darlinghurst,Senior Data Scientist,Intellify,Being a senior Data Scientist,"$120,000","$160,000"
287,Darlinghurst,Data Scientist,Sydney,Undertake proactive analysis of customer Data Scientist,salary,
288,Barangaroo,Data Scientist,Domain Group," a Data Scientist in our team, you will leverage your deep experience in statistics, machine learning and Data Scientist",salary,
289,Barangaroo,Senior Data Scientist,Domain Group,We are looking for a lead Data Scientist,salary,
290,Barangaroo,Data Scientist,biomind.ai,The candidate is a skilled Data Scientist,salary,
291,Barangaroo,Junior Data Scientist,HIVERY,Our team of Data Scientist,"$60,000","$85,000"
292,Barangaroo,Junior Data Scientist,The Eclair Group,"Industry experience as a Data Analyst or Junior Data Scientist with a track record of manipulating, processing, and extracting value from large Data Scientist","$70,000","$90,000"
293,Barangaroo,Junior Data Scientist,Intellify,We also believe great Data Scientist,"$80,000","$100,000"
294,Barangaroo,Data Scientist,DataRobot,Customer Facing Data Scientists work with the sales team to develop client relationships and deliver Data Scientist,salary,
295,Barangaroo,Data Scientist,CPT Global,Strong experience working as a Data Scientist. Experience of working with large Data Scientist,salary,
296,Barangaroo,Data Scientist,Freshwater Group,The Data Scientist will:. Manage Data Scientist,salary,
297,Barangaroo,Data Scientist,Ikon,"Provide tangible support to Senior Data Scientists and the Data Science Manager in the preparation, analysis and visualization of Data Scientist",salary,
298,Barangaroo,Senior Data Scientist,Qantas Airways Limited,Senior Data Scientist â€“ Predictive Modelling & Segmentation.  a Senior Data Scientist you will be responsible for undertaking insights and modelling to...,salary,
299,Barangaroo,Data Scientist,Freelancer.com,Proven experience as a Data Scientist,"$65,000","$110,000"
300,Barangaroo,Data Scientist,Caltex, a Data Scientist,salary,
301,Barangaroo,Junior Data Scientist,International Institute of Data & Analytics,In Data Scientist,salary,
302,Barangaroo,Senior Data Scientist,Intellify,Being a senior Data Scientist,"$120,000","$160,000"
303,Barangaroo,Data Scientist,Sydney,Undertake proactive analysis of customer Data Scientist,salary,
304,Mascot,Data Scientist,Domain Group," a Data Scientist in our team, you will leverage your deep experience in statistics, machine learning and Data Scientist",salary,
305,Mascot,Senior Data Scientist,Domain Group,We are looking for a lead Data Scientist,salary,
306,Mascot,Data Scientist,biomind.ai,The candidate is a skilled Data Scientist,salary,
307,Mascot,Junior Data Scientist,HIVERY,Our team of Data Scientist,"$60,000","$85,000"
308,Mascot,Junior Data Scientist,The Eclair Group,"Industry experience as a Data Analyst or Junior Data Scientist with a track record of manipulating, processing, and extracting value from large Data Scientist","$70,000","$90,000"
309,Mascot,Junior Data Scientist,Intellify,We also believe great Data Scientist,"$80,000","$100,000"
310,Mascot,Data Scientist,DataRobot,Customer Facing Data Scientists work with the sales team to develop client relationships and deliver Data Scientist,salary,
311,Mascot,Data Scientist,CPT Global,Strong experience working as a Data Scientist. Experience of working with large Data Scientist,salary,
312,Mascot,Data Scientist,Freshwater Group,The Data Scientist will:. Manage Data Scientist,salary,
313,Mascot,Data Scientist,Ikon,"Provide tangible support to Senior Data Scientists and the Data Science Manager in the preparation, analysis and visualization of Data Scientist",salary,
314,Mascot,Senior Data Scientist,Qantas Airways Limited,Senior Data Scientist â€“ Predictive Modelling & Segmentation.  a Senior Data Scientist you will be responsible for undertaking insights and modelling to...,salary,
315,Mascot,Data Scientist,Freelancer.com,Proven experience as a Data Scientist,"$65,000","$110,000"
316,Mascot,Data Scientist,Caltex, a Data Scientist,salary,
317,Mascot,Junior Data Scientist,International Institute of Data & Analytics,In Data Scientist,salary,
318,Mascot,Senior Data Scientist,Intellify,Being a senior Data Scientist,"$120,000","$160,000"
319,Mascot,Data Scientist,Sydney,Undertake proactive analysis of customer Data Scientist,salary,
320,Parramatta,Data Scientist,Domain Group," a Data Scientist in our team, you will leverage your deep experience in statistics, machine learning and Data Scientist",salary,
321,Parramatta,Senior Data Scientist,Domain Group,We are looking for a lead Data Scientist,salary,
322,Parramatta,Data Scientist,biomind.ai,The candidate is a skilled Data Scientist,salary,
323,Parramatta,Junior Data Scientist,HIVERY,Our team of Data Scientist,"$60,000","$85,000"
324,Parramatta,Junior Data Scientist,The Eclair Group,"Industry experience as a Data Analyst or Junior Data Scientist with a track record of manipulating, processing, and extracting value from large Data Scientist","$70,000","$90,000"
325,Parramatta,Junior Data Scientist,Intellify,We also believe great Data Scientist,"$80,000","$100,000"
326,Parramatta,Data Scientist,DataRobot,Customer Facing Data Scientists work with the sales team to develop client relationships and deliver Data Scientist,salary,
327,Parramatta,Data Scientist,CPT Global,Strong experience working as a Data Scientist. Experience of working with large Data Scientist,salary,
328,Parramatta,Data Scientist,Freshwater Group,The Data Scientist will:. Manage Data Scientist,salary,
329,Parramatta,Data Scientist,Ikon,"Provide tangible support to Senior Data Scientists and the Data Science Manager in the preparation, analysis and visualization of Data Scientist",salary,
330,Parramatta,Senior Data Scientist,Qantas Airways Limited,Senior Data Scientist â€“ Predictive Modelling & Segmentation.  a Senior Data Scientist you will be responsible for undertaking insights and modelling to...,salary,
331,Parramatta,Data Scientist,Freelancer.com,Proven experience as a Data Scientist,"$65,000","$110,000"
332,Parramatta,Data Scientist,Caltex, a Data Scientist,salary,
333,Parramatta,Junior Data Scientist,International Institute of Data & Analytics,In Data Scientist,salary,
334,Parramatta,Senior Data Scientist,Intellify,Being a senior Data Scientist,"$120,000","$160,000"
335,Parramatta,Data Scientist,Sydney,Undertake proactive analysis of customer Data Scientist,salary,
336,Surry,Data Scientist,Domain Group," a Data Scientist in our team, you will leverage your deep experience in statistics, machine learning and Data Scientist",salary,
337,Surry,Senior Data Scientist,Domain Group,We are looking for a lead Data Scientist,salary,
338,Surry,Data Scientist,biomind.ai,The candidate is a skilled Data Scientist,salary,
339,Surry,Junior Data Scientist,HIVERY,Our team of Data Scientist,"$60,000","$85,000"
340,Surry,Junior Data Scientist,The Eclair Group,"Industry experience as a Data Analyst or Junior Data Scientist with a track record of manipulating, processing, and extracting value from large Data Scientist","$70,000","$90,000"
341,Surry,Junior Data Scientist,Intellify,We also believe great Data Scientist,"$80,000","$100,000"
342,Surry,Data Scientist,DataRobot,Customer Facing Data Scientists work with the sales team to develop client relationships and deliver Data Scientist,salary,
343,Surry,Data Scientist,CPT Global,Strong experience working as a Data Scientist. Experience of working with large Data Scientist,salary,
344,Surry,Data Scientist,Freshwater Group,The Data Scientist will:. Manage Data Scientist,salary,
345,Surry,Data Scientist,Ikon,"Provide tangible support to Senior Data Scientists and the Data Science Manager in the preparation, analysis and visualization of Data Scientist",salary,
346,Surry,Senior Data Scientist,Qantas Airways Limited,Senior Data Scientist â€“ Predictive Modelling & Segmentation.  a Senior Data Scientist you will be responsible for undertaking insights and modelling to...,salary,
347,Surry,Data Scientist,Freelancer.com,Proven experience as a Data Scientist,"$65,000","$110,000"
348,Surry,Data Scientist,Caltex, a Data Scientist,salary,
349,Surry,Junior Data Scientist,International Institute of Data & Analytics,In Data Scientist,salary,
350,Surry,Senior Data Scientist,Intellify,Being a senior Data Scientist,"$120,000","$160,000"
351,Surry,Data Scientist,Sydney,Undertake proactive analysis of customer Data Scientist,salary,
352,Macquarie,Data Scientist,Domain Group," a Data Scientist in our team, you will leverage your deep experience in statistics, machine learning and Data Scientist",salary,
353,Macquarie,Senior Data Scientist,Domain Group,We are looking for a lead Data Scientist,salary,
354,Macquarie,Data Scientist,biomind.ai,The candidate is a skilled Data Scientist,salary,
355,Macquarie,Junior Data Scientist,HIVERY,Our team of Data Scientist,"$60,000","$85,000"
356,Macquarie,Junior Data Scientist,The Eclair Group,"Industry experience as a Data Analyst or Junior Data Scientist with a track record of manipulating, processing, and extracting value from large Data Scientist","$70,000","$90,000"
357,Macquarie,Junior Data Scientist,Intellify,We also believe great Data Scientist,"$80,000","$100,000"
358,Macquarie,Data Scientist,DataRobot,Customer Facing Data Scientists work with the sales team to develop client relationships and deliver Data Scientist,salary,
359,Macquarie,Data Scientist,CPT Global,Strong experience working as a Data Scientist. Experience of working with large Data Scientist,salary,
360,Macquarie,Data Scientist,Freshwater Group,The Data Scientist will:. Manage Data Scientist,salary,
361,Macquarie,Data Scientist,Ikon,"Provide tangible support to Senior Data Scientists and the Data Science Manager in the preparation, analysis and visualization of Data Scientist",salary,
362,Macquarie,Senior Data Scientist,Qantas Airways Limited,Senior Data Scientist â€“ Predictive Modelling & Segmentation.  a Senior Data Scientist you will be responsible for undertaking insights and modelling to...,salary,
363,Macquarie,Data Scientist,Freelancer.com,Proven experience as a Data Scientist,"$65,000","$110,000"
364,Macquarie,Data Scientist,Caltex, a Data Scientist,salary,
365,Macquarie,Junior Data Scientist,International Institute of Data & Analytics,In Data Scientist,salary,
366,Macquarie,Senior Data Scientist,Intellify,Being a senior Data Scientist,"$120,000","$160,000"
367,Macquarie,Data Scientist,Sydney,Undertake proactive analysis of customer Data Scientist,salary,
368,Sydney,Data Scientist,Domain Group," a Data Scientist in our team, you will leverage your deep experience in statistics, machine learning and Data Scientist",salary,
369,Sydney,Senior Data Scientist,Domain Group,We are looking for a lead Data Scientist,salary,
370,Sydney,Data Scientist,biomind.ai,The candidate is a skilled Data Scientist,salary,
371,Sydney,Junior Data Scientist,HIVERY,Our team of Data Scientist,"$60,000","$85,000"
372,Sydney,Junior Data Scientist,The Eclair Group,"Industry experience as a Data Analyst or Junior Data Scientist with a track record of manipulating, processing, and extracting value from large Data Scientist","$70,000","$90,000"
373,Sydney,Junior Data Scientist,Intellify,We also believe great Data Scientist,"$80,000","$100,000"
374,Sydney,Data Scientist,DataRobot,Customer Facing Data Scientists work with the sales team to develop client relationships and deliver Data Scientist,salary,
375,Sydney,Data Scientist,CPT Global,Strong experience working as a Data Scientist. Experience of working with large Data Scientist,salary,
376,Sydney,Data Scientist,Freshwater Group,The Data Scientist will:. Manage Data Scientist,salary,
377,Sydney,Data Scientist,Ikon,"Provide tangible support to Senior Data Scientists and the Data Science Manager in the preparation, analysis and visualization of Data Scientist",salary,
378,Sydney,Senior Data Scientist,Qantas Airways Limited,Senior Data Scientist â€“ Predictive Modelling & Segmentation.  a Senior Data Scientist you will be responsible for undertaking insights and modelling to...,salary,
379,Sydney,Data Scientist,Freelancer.com,Proven experience as a Data Scientist,"$65,000","$110,000"
380,Sydney,Data Scientist,Caltex, a Data Scientist,salary,
381,Sydney,Junior Data Scientist,International Institute of Data & Analytics,In Data Scientist,salary,
382,Sydney,Senior Data Scientist,Intellify,Being a senior Data Scientist,"$120,000","$160,000"
383,Sydney,Data Scientist,Sydney,Undertake proactive analysis of customer Data Scientist,salary,
384,Hills,Data Scientist,Domain Group," a Data Scientist in our team, you will leverage your deep experience in statistics, machine learning and Data Scientist",salary,
385,Hills,Senior Data Scientist,Domain Group,We are looking for a lead Data Scientist,salary,
386,Hills,Data Scientist,biomind.ai,The candidate is a skilled Data Scientist,salary,
387,Hills,Junior Data Scientist,HIVERY,Our team of Data Scientist,"$60,000","$85,000"
388,Hills,Junior Data Scientist,The Eclair Group,"Industry experience as a Data Analyst or Junior Data Scientist with a track record of manipulating, processing, and extracting value from large Data Scientist","$70,000","$90,000"
389,Hills,Junior Data Scientist,Intellify,We also believe great Data Scientist,"$80,000","$100,000"
390,Hills,Data Scientist,DataRobot,Customer Facing Data Scientists work with the sales team to develop client relationships and deliver Data Scientist,salary,
391,Hills,Data Scientist,CPT Global,Strong experience working as a Data Scientist. Experience of working with large Data Scientist,salary,
392,Hills,Data Scientist,Freshwater Group,The Data Scientist will:. Manage Data Scientist,salary,
393,Hills,Data Scientist,Ikon,"Provide tangible support to Senior Data Scientists and the Data Science Manager in the preparation, analysis and visualization of Data Scientist",salary,
394,Hills,Senior Data Scientist,Qantas Airways Limited,Senior Data Scientist â€“ Predictive Modelling & Segmentation.  a Senior Data Scientist you will be responsible for undertaking insights and modelling to...,salary,
395,Hills,Data Scientist,Freelancer.com,Proven experience as a Data Scientist,"$65,000","$110,000"
396,Hills,Data Scientist,Caltex, a Data Scientist,salary,
397,Hills,Junior Data Scientist,International Institute of Data & Analytics,In Data Scientist,salary,
398,Hills,Senior Data Scientist,Intellify,Being a senior Data Scientist,"$120,000","$160,000"
399,Hills,Data Scientist,Sydney,Undertake proactive analysis of customer Data Scientist,salary,
400,Sydney,Data Scientist,Domain Group," a Data Scientist in our team, you will leverage your deep experience in statistics, machine learning and Data Scientist",salary,
401,Sydney,Senior Data Scientist,Domain Group,We are looking for a lead Data Scientist,salary,
402,Sydney,Data Scientist,biomind.ai,The candidate is a skilled Data Scientist,salary,
403,Sydney,Junior Data Scientist,HIVERY,Our team of Data Scientist,"$60,000","$85,000"
404,Sydney,Junior Data Scientist,The Eclair Group,"Industry experience as a Data Analyst or Junior Data Scientist with a track record of manipulating, processing, and extracting value from large Data Scientist","$70,000","$90,000"
405,Sydney,Junior Data Scientist,Intellify,We also believe great Data Scientist,"$80,000","$100,000"
406,Sydney,Data Scientist,DataRobot,Customer Facing Data Scientists work with the sales team to develop client relationships and deliver Data Scientist,salary,
407,Sydney,Data Scientist,CPT Global,Strong experience working as a Data Scientist. Experience of working with large Data Scientist,salary,
408,Sydney,Data Scientist,Freshwater Group,The Data Scientist will:. Manage Data Scientist,salary,
409,Sydney,Data Scientist,Ikon,"Provide tangible support to Senior Data Scientists and the Data Science Manager in the preparation, analysis and visualization of Data Scientist",salary,
410,Sydney,Senior Data Scientist,Qantas Airways Limited,Senior Data Scientist â€“ Predictive Modelling & Segmentation.  a Senior Data Scientist you will be responsible for undertaking insights and modelling to...,salary,
411,Sydney,Data Scientist,Freelancer.com,Proven experience as a Data Scientist,"$65,000","$110,000"
412,Sydney,Data Scientist,Caltex, a Data Scientist,salary,
413,Sydney,Junior Data Scientist,International Institute of Data & Analytics,In Data Scientist,salary,
414,Sydney,Senior Data Scientist,Intellify,Being a senior Data Scientist,"$120,000","$160,000"
415,Sydney,Data Scientist,Sydney,Undertake proactive analysis of customer Data Scientist,salary,
416,Sydney,Data Scientist,Domain Group," a Data Scientist in our team, you will leverage your deep experience in statistics, machine learning and Data Scientist",salary,
417,Sydney,Senior Data Scientist,Domain Group,We are looking for a lead Data Scientist,salary,
418,Sydney,Data Scientist,biomind.ai,The candidate is a skilled Data Scientist,salary,
419,Sydney,Junior Data Scientist,HIVERY,Our team of Data Scientist,"$60,000","$85,000"
420,Sydney,Junior Data Scientist,The Eclair Group,"Industry experience as a Data Analyst or Junior Data Scientist with a track record of manipulating, processing, and extracting value from large Data Scientist","$70,000","$90,000"
421,Sydney,Junior Data Scientist,Intellify,We also believe great Data Scientist,"$80,000","$100,000"
422,Sydney,Data Scientist,DataRobot,Customer Facing Data Scientists work with the sales team to develop client relationships and deliver Data Scientist,salary,
423,Sydney,Data Scientist,CPT Global,Strong experience working as a Data Scientist. Experience of working with large Data Scientist,salary,
424,Sydney,Data Scientist,Freshwater Group,The Data Scientist will:. Manage Data Scientist,salary,
425,Sydney,Data Scientist,Ikon,"Provide tangible support to Senior Data Scientists and the Data Science Manager in the preparation, analysis and visualization of Data Scientist",salary,
426,Sydney,Senior Data Scientist,Qantas Airways Limited,Senior Data Scientist â€“ Predictive Modelling & Segmentation.  a Senior Data Scientist you will be responsible for undertaking insights and modelling to...,salary,
427,Sydney,Data Scientist,Freelancer.com,Proven experience as a Data Scientist,"$65,000","$110,000"
428,Sydney,Data Scientist,Caltex, a Data Scientist,salary,
429,Sydney,Junior Data Scientist,International Institute of Data & Analytics,In Data Scientist,salary,
430,Sydney,Senior Data Scientist,Intellify,Being a senior Data Scientist,"$120,000","$160,000"
431,Sydney,Data Scientist,Sydney,Undertake proactive analysis of customer Data Scientist,salary,
432,Melbourne,Data Scientist,Domain Group," a Data Scientist in our team, you will leverage your deep experience in statistics, machine learning and Data Scientist",salary,
433,Melbourne,Senior Data Scientist,Domain Group,We are looking for a lead Data Scientist,salary,
434,Melbourne,Data Scientist,biomind.ai,The candidate is a skilled Data Scientist,salary,
435,Melbourne,Junior Data Scientist,HIVERY,Our team of Data Scientist,"$60,000","$85,000"
436,Melbourne,Junior Data Scientist,The Eclair Group,"Industry experience as a Data Analyst or Junior Data Scientist with a track record of manipulating, processing, and extracting value from large Data Scientist","$70,000","$90,000"
437,Melbourne,Junior Data Scientist,Intellify,We also believe great Data Scientist,"$80,000","$100,000"
438,Melbourne,Data Scientist,DataRobot,Customer Facing Data Scientists work with the sales team to develop client relationships and deliver Data Scientist,salary,
439,Melbourne,Data Scientist,CPT Global,Strong experience working as a Data Scientist. Experience of working with large Data Scientist,salary,
440,Melbourne,Data Scientist,Freshwater Group,The Data Scientist will:. Manage Data Scientist,salary,
441,Melbourne,Data Scientist,Ikon,"Provide tangible support to Senior Data Scientists and the Data Science Manager in the preparation, analysis and visualization of Data Scientist",salary,
442,Melbourne,Senior Data Scientist,Qantas Airways Limited,Senior Data Scientist â€“ Predictive Modelling & Segmentation.  a Senior Data Scientist you will be responsible for undertaking insights and modelling to...,salary,
443,Melbourne,Data Scientist,Freelancer.com,Proven experience as a Data Scientist,"$65,000","$110,000"
444,Melbourne,Data Scientist,Caltex, a Data Scientist,salary,
445,Melbourne,Junior Data Scientist,International Institute of Data & Analytics,In Data Scientist,salary,
446,Melbourne,Senior Data Scientist,Intellify,Being a senior Data Scientist,"$120,000","$160,000"
447,Melbourne,Data Scientist,Sydney,Undertake proactive analysis of customer Data Scientist,salary,
